Date,Weekday,Time,Trip ID,Passengers,Pickup Location,Dropoff Location,Distance,Fare
2025-06-11,Wednesday,23:09:39,TRP117480,1,Vashi,Mulund,14.82,269.49
2025-06-12,Thursday,01:55:47,TRP117592,4,Chembur,Borivali,2.84,84.66
2025-06-12,Thursday,04:51:35,TRP117623,3,Worli,CST Station,4.13,104.41
2025-06-12,Thursday,05:17:10,TRP117589,1,Dadar,Lower Parel,26.6,605.08
2025-06-12,Thursday,05:32:41,TRP117576,1,Colaba,Airport Terminal 1,21.72,333.47
2025-06-12,Thursday,06:07:52,TRP117674,1,Juhu,Colaba,11.24,201.24
2025-06-12,Thursday,06:33:24,TRP117615,3,Malad,Panvel,8.92,217.12
2025-06-12,Thursday,06:52:10,TRP117664,1,CST Station,Thane,17.15,291.93
2025-06-12,Thursday,06:53:48,TRP117634,4,Panvel,Andheri West,5.67,130.54
2025-06-12,Thursday,07:26:32,TRP117618,3,CST Station,Bandra,13.4,244.81
2025-06-12,Thursday,07:40:35,TRP117665,1,Andheri West,CST Station,8.68,142.02
2025-06-12,Thursday,07:47:04,TRP117614,1,Colaba,Airport Terminal 1,15.71,237.61
2025-06-12,Thursday,07:55:22,TRP117692,3,Ghatkopar,Andheri East,16.26,230.64
2025-06-12,Thursday,07:56:47,TRP117671,1,Juhu,Lower Parel,22.39,327.53
2025-06-12,Thursday,08:02:46,TRP117626,4,Borivali,Ghatkopar,10.02,169.36
2025-06-12,Thursday,08:03:54,TRP117588,3,Panvel,Malad,31.29,763.88
2025-06-12,Thursday,08:09:50,TRP117683,2,Borivali,Kurla,4.0,89.38
2025-06-12,Thursday,08:31:25,TRP117650,2,Andheri East,Ghatkopar,21.74,613.76
2025-06-12,Thursday,08:31:47,TRP117603,2,Ghatkopar,Airport Terminal 2,18.84,463.19
2025-06-12,Thursday,08:45:03,TRP117586,2,Kurla,Vikhroli,25.33,445.08
2025-06-12,Thursday,08:48:11,TRP117581,3,Worli,CST Station,15.56,284.09
2025-06-12,Thursday,08:52:25,TRP117593,1,Andheri East,Goregaon,29.92,765.66
2025-06-12,Thursday,08:56:46,TRP117630,1,Goregaon,Airport Terminal 1,18.92,253.56
2025-06-12,Thursday,09:07:45,TRP117578,3,Chembur,Airport Terminal 2,19.61,260.55
2025-06-12,Thursday,09:10:58,TRP117595,1,Airport Terminal 2,Vashi,4.82,105.03
2025-06-12,Thursday,09:12:00,TRP117574,3,Lower Parel,CST Station,23.29,449.94
2025-06-12,Thursday,09:15:15,TRP117600,3,Lower Parel,Vashi,8.86,166.74
2025-06-12,Thursday,09:17:30,TRP117672,1,Kurla,Mulund,27.21,482.15
2025-06-12,Thursday,09:22:41,TRP117677,1,Goregaon,Airport Terminal 2,12.55,319.6
2025-06-12,Thursday,09:46:09,TRP117624,3,Navi Mumbai,Airport Terminal 2,11.41,213.2
2025-06-12,Thursday,09:57:32,TRP117584,2,Chembur,Worli,14.01,201.86
2025-06-12,Thursday,10:04:21,TRP117662,3,Juhu,Vikhroli,19.6,333.43
2025-06-12,Thursday,10:08:18,TRP117631,3,Dadar,Andheri East,5.3,107.65
2025-06-12,Thursday,10:16:52,TRP117608,1,Powai,Colaba,26.89,486.78
2025-06-12,Thursday,10:26:56,TRP117579,2,CST Station,Goregaon,11.84,305.7
2025-06-12,Thursday,10:34:56,TRP117654,1,Goregaon,Bandra,5.66,148.54
2025-06-12,Thursday,10:37:55,TRP117690,1,Ghatkopar,Dadar,9.82,311.77
2025-06-12,Thursday,10:38:03,TRP117602,2,Goregaon,Navi Mumbai,12.99,243.71
2025-06-12,Thursday,10:39:11,TRP117580,1,Ghatkopar,Panvel,8.93,149.97
2025-06-12,Thursday,10:39:33,TRP117660,1,Thane,Powai,6.86,174.73
2025-06-12,Thursday,11:05:48,TRP117607,1,Panvel,Borivali,4.92,98.99
2025-06-12,Thursday,11:37:11,TRP117622,4,Worli,Borivali,4.31,92.09
2025-06-12,Thursday,11:48:10,TRP117656,1,Vashi,Malad,11.04,361.14
2025-06-12,Thursday,12:14:17,TRP117621,1,Borivali,Dadar,16.23,281.06
2025-06-12,Thursday,12:15:23,TRP117679,2,Vashi,Chembur,19.35,307.38
2025-06-12,Thursday,12:17:06,TRP117675,1,Juhu,Vikhroli,22.4,418.07
2025-06-12,Thursday,12:21:45,TRP117691,4,CST Station,Vikhroli,5.07,123.21
2025-06-12,Thursday,12:35:14,TRP117651,4,Andheri West,Panvel,20.43,303.24
2025-06-12,Thursday,12:40:43,TRP117583,3,Lower Parel,Andheri West,17.56,250.69
2025-06-12,Thursday,12:53:34,TRP117601,1,Andheri East,Juhu,12.38,179.79
2025-06-12,Thursday,12:59:34,TRP117638,1,Panvel,Kurla,4.88,100.9
2025-06-12,Thursday,13:10:24,TRP117640,3,Lower Parel,Vikhroli,7.26,144.69
2025-06-12,Thursday,13:57:47,TRP117673,2,Dadar,Andheri East,27.43,408.13
2025-06-12,Thursday,14:53:05,TRP117610,3,Colaba,Navi Mumbai,20.63,509.41
2025-06-12,Thursday,15:03:55,TRP117606,2,Kurla,Navi Mumbai,26.62,410.07
2025-06-12,Thursday,15:10:52,TRP117682,1,Vashi,Dadar,16.61,245.02
2025-06-12,Thursday,15:23:59,TRP117635,2,Worli,Vikhroli,21.89,395.86
2025-06-12,Thursday,15:34:34,TRP117687,4,Kurla,Borivali,9.3,230.91
2025-06-12,Thursday,15:39:01,TRP117663,2,Dadar,Worli,6.54,153.38
2025-06-12,Thursday,15:40:01,TRP117648,3,Airport Terminal 2,Airport Terminal 1,8.42,161.09
2025-06-12,Thursday,16:05:51,TRP117625,4,Navi Mumbai,Malad,7.97,142.19
2025-06-12,Thursday,16:25:02,TRP117641,1,Kurla,Powai,3.88,169.57
2025-06-12,Thursday,16:40:59,TRP117676,2,Panvel,Vikhroli,6.83,176.09
2025-06-12,Thursday,16:41:27,TRP117667,3,Mulund,Malad,11.01,206.57
2025-06-12,Thursday,16:55:28,TRP117591,1,Malad,Juhu,11.46,201.78
2025-06-12,Thursday,17:09:55,TRP117680,2,CST Station,Goregaon,9.74,258.88
2025-06-12,Thursday,17:22:05,TRP117585,4,Navi Mumbai,Churchgate,23.2,595.08
2025-06-12,Thursday,17:24:44,TRP117598,1,Navi Mumbai,CST Station,9.6,261.87
2025-06-12,Thursday,17:25:53,TRP117653,2,Navi Mumbai,Thane,29.61,437.62
2025-06-12,Thursday,17:28:45,TRP117617,1,Vashi,Vikhroli,19.32,365.3
2025-06-12,Thursday,17:36:21,TRP117633,2,Juhu,Chembur,9.21,162.4
2025-06-12,Thursday,17:36:42,TRP117661,1,Thane,Malad,20.65,356.43
2025-06-12,Thursday,17:40:38,TRP117649,2,Airport Terminal 2,Chembur,23.28,359.27
2025-06-12,Thursday,17:45:14,TRP117686,3,Mulund,Borivali,16.18,220.25
2025-06-12,Thursday,17:54:47,TRP117646,3,Colaba,Churchgate,29.52,628.44
2025-06-12,Thursday,17:56:27,TRP117611,1,Dadar,Bandra,13.28,227.55
2025-06-12,Thursday,17:57:01,TRP117659,2,Lower Parel,Airport Terminal 2,4.31,97.72
2025-06-12,Thursday,18:04:11,TRP117636,1,Powai,Andheri West,6.9,149.3
2025-06-12,Thursday,18:13:49,TRP117647,2,Goregaon,Chembur,27.14,393.67
2025-06-12,Thursday,18:18:05,TRP117619,2,Goregaon,Airport Terminal 1,2.65,79.65
2025-06-12,Thursday,18:22:36,TRP117658,1,Chembur,Goregaon,20.82,290.85
2025-06-12,Thursday,18:25:18,TRP117605,1,Vashi,Goregaon,23.66,384.9
2025-06-12,Thursday,18:30:58,TRP117612,1,Juhu,Vikhroli,8.74,150.4
2025-06-12,Thursday,18:32:19,TRP117642,1,Navi Mumbai,Lower Parel,3.37,154.3
2025-06-12,Thursday,18:34:43,TRP117670,1,Goregaon,CST Station,23.02,434.08
2025-06-12,Thursday,18:36:45,TRP117628,1,Panvel,Airport Terminal 2,15.95,383.8
2025-06-12,Thursday,18:37:44,TRP117652,3,Powai,Airport Terminal 2,4.29,149.5
2025-06-12,Thursday,18:38:44,TRP117599,2,Borivali,Panvel,16.91,461.46
2025-06-12,Thursday,18:39:21,TRP117632,1,Navi Mumbai,Worli,6.45,264.33
2025-06-12,Thursday,18:43:56,TRP117657,1,Airport Terminal 2,Vashi,22.21,426.38
2025-06-12,Thursday,18:47:46,TRP117637,1,Chembur,Bandra,19.32,602.01
2025-06-12,Thursday,18:49:07,TRP117644,1,Airport Terminal 1,Panvel,13.77,257.46
2025-06-12,Thursday,18:55:01,TRP117629,1,Andheri West,Vashi,6.72,194.82
2025-06-12,Thursday,19:07:34,TRP117577,2,CST Station,Ghatkopar,23.0,353.03
2025-06-12,Thursday,19:18:06,TRP117597,1,Malad,Ghatkopar,27.47,423.64
2025-06-12,Thursday,19:19:28,TRP117616,1,Powai,Bandra,12.16,344.86
2025-06-12,Thursday,19:27:24,TRP117645,2,Borivali,Thane,21.64,290.53
2025-06-12,Thursday,19:34:39,TRP117604,2,Bandra,Goregaon,9.17,185.61
2025-06-12,Thursday,19:39:02,TRP117596,1,Malad,Thane,7.83,197.58
2025-06-12,Thursday,19:40:16,TRP117685,1,Navi Mumbai,Colaba,7.98,237.38
2025-06-12,Thursday,19:47:25,TRP117688,1,Vashi,Churchgate,9.64,257.83
2025-06-12,Thursday,19:59:41,TRP117643,4,Panvel,Ghatkopar,12.57,247.24
2025-06-12,Thursday,20:04:02,TRP117689,3,Panvel,Vikhroli,15.51,265.64
2025-06-12,Thursday,20:28:18,TRP117678,4,Panvel,Vashi,20.92,414.73
2025-06-12,Thursday,20:36:08,TRP117613,3,Airport Terminal 2,Churchgate,3.74,190.45
2025-06-12,Thursday,20:47:49,TRP117684,2,Thane,Navi Mumbai,9.53,178.46
2025-06-12,Thursday,20:57:38,TRP117668,2,Malad,Andheri East,17.65,315.43
2025-06-12,Thursday,21:00:23,TRP117594,2,Powai,Vashi,14.35,232.83
2025-06-12,Thursday,21:12:38,TRP117620,1,Goregaon,Worli,1.78,100.18
2025-06-12,Thursday,21:18:21,TRP117627,2,Vikhroli,Airport Terminal 1,13.24,294.17
2025-06-12,Thursday,21:27:59,TRP117575,1,Borivali,Vashi,4.33,133.42
2025-06-12,Thursday,21:32:16,TRP117655,3,Ghatkopar,Chembur,10.5,206.9
2025-06-12,Thursday,21:34:35,TRP117587,2,Mulund,Goregaon,14.55,245.06
2025-06-12,Thursday,21:35:08,TRP117582,1,Lower Parel,Andheri West,12.3,238.51
2025-06-12,Thursday,21:52:36,TRP117669,3,Andheri East,Vikhroli,5.76,131.74
2025-06-12,Thursday,22:36:29,TRP117609,1,Churchgate,Kurla,6.75,204.28
2025-06-12,Thursday,23:20:13,TRP117590,1,Juhu,Panvel,4.32,119.48
2025-06-12,Thursday,23:38:48,TRP117639,1,Powai,Vikhroli,25.38,355.35
2025-06-12,Thursday,23:46:26,TRP117666,1,Kurla,Chembur,16.56,236.27
2025-06-12,Thursday,23:54:51,TRP117681,1,Thane,Kurla,22.14,295.51
2025-06-13,Friday,01:02:53,TRP117747,2,Goregaon,Bandra,10.36,194.68
2025-06-13,Friday,03:44:51,TRP117709,1,Kurla,Juhu,4.63,112.77
2025-06-13,Friday,03:45:53,TRP117753,1,Powai,Chembur,9.64,157.94
2025-06-13,Friday,04:58:56,TRP117743,2,Vashi,Airport Terminal 2,7.71,137.1
2025-06-13,Friday,05:00:43,TRP117728,4,Navi Mumbai,Powai,24.5,394.32
2025-06-13,Friday,06:16:09,TRP117750,1,Bandra,Chembur,17.89,496.12
2025-06-13,Friday,07:07:01,TRP117746,1,Borivali,Thane,11.86,301.49
2025-06-13,Friday,07:15:28,TRP117708,1,Goregaon,Borivali,5.48,222.36
2025-06-13,Friday,08:02:11,TRP117736,1,Vikhroli,Powai,20.09,391.48
2025-06-13,Friday,08:02:58,TRP117717,3,Worli,Thane,10.58,195.05
2025-06-13,Friday,08:13:31,TRP117752,2,Ghatkopar,Airport Terminal 2,14.37,241.13
2025-06-13,Friday,08:15:49,TRP117706,1,Vashi,Colaba,11.75,216.04
2025-06-13,Friday,08:19:12,TRP117733,1,Worli,Vikhroli,9.56,288.37
2025-06-13,Friday,08:19:35,TRP117700,4,Airport Terminal 2,Andheri East,12.0,204.82
2025-06-13,Friday,08:22:55,TRP117719,1,Panvel,Churchgate,27.27,340.6
2025-06-13,Friday,08:34:13,TRP117703,2,CST Station,Colaba,14.44,214.34
2025-06-13,Friday,08:43:22,TRP117707,2,Andheri West,Vikhroli,4.45,131.55
2025-06-13,Friday,09:14:23,TRP117722,1,Goregaon,Powai,9.5,176.51
2025-06-13,Friday,09:15:04,TRP117713,1,Bandra,Panvel,1.55,77.74
2025-06-13,Friday,09:18:40,TRP117704,1,Goregaon,CST Station,17.88,303.4
2025-06-13,Friday,09:36:18,TRP117725,4,Ghatkopar,Lower Parel,20.14,335.28
2025-06-13,Friday,09:45:51,TRP117723,1,Andheri East,Goregaon,6.16,109.53
2025-06-13,Friday,09:51:52,TRP117716,3,Mulund,Malad,7.63,264.64
2025-06-13,Friday,09:52:12,TRP117702,1,Goregaon,Andheri West,17.97,331.09
2025-06-13,Friday,10:23:11,TRP117724,1,Juhu,Bandra,20.59,725.32
2025-06-13,Friday,10:29:32,TRP117756,2,Borivali,Juhu,7.16,126.96
2025-06-13,Friday,10:43:09,TRP117739,1,Worli,Malad,16.89,251.02
2025-06-13,Friday,10:59:51,TRP117695,2,Chembur,Airport Terminal 2,4.41,105.86
2025-06-13,Friday,11:26:53,TRP117741,2,Colaba,Airport Terminal 2,28.24,519.63
2025-06-13,Friday,12:29:11,TRP117745,2,Navi Mumbai,Panvel,24.05,324.36
2025-06-13,Friday,12:51:42,TRP117737,1,Chembur,Andheri West,28.63,646.28
2025-06-13,Friday,13:00:34,TRP117730,3,Malad,Panvel,8.22,175.01
2025-06-13,Friday,13:08:26,TRP117751,1,Kurla,Mulund,11.1,223.12
2025-06-13,Friday,13:18:55,TRP117721,1,CST Station,Thane,16.32,412.39
2025-06-13,Friday,13:24:30,TRP117699,3,Airport Terminal 1,Navi Mumbai,22.42,476.77
2025-06-13,Friday,13:28:49,TRP117732,1,Bandra,Andheri East,4.0,101.43
2025-06-13,Friday,13:55:06,TRP117727,2,Powai,Mulund,20.56,453.06
2025-06-13,Friday,14:06:56,TRP117693,1,Powai,Bandra,21.08,339.0
2025-06-13,Friday,14:22:51,TRP117694,3,Powai,Malad,5.41,133.84
2025-06-13,Friday,15:28:57,TRP117715,3,Panvel,Malad,2.75,113.15
2025-06-13,Friday,15:33:25,TRP117705,1,Malad,Juhu,7.81,133.33
2025-06-13,Friday,16:03:15,TRP117755,1,Thane,Airport Terminal 1,16.31,309.11
2025-06-13,Friday,16:49:15,TRP117740,1,Andheri East,Malad,16.27,429.71
2025-06-13,Friday,17:36:39,TRP117712,2,Kurla,Churchgate,16.54,454.04
2025-06-13,Friday,17:55:31,TRP117698,3,Malad,Navi Mumbai,10.9,278.45
2025-06-13,Friday,18:01:50,TRP117720,1,Malad,Goregaon,4.58,149.13
2025-06-13,Friday,18:04:47,TRP117744,1,Vashi,Goregaon,1.42,60.16
2025-06-13,Friday,18:17:55,TRP117718,1,Mulund,Ghatkopar,12.97,285.02
2025-06-13,Friday,18:22:44,TRP117742,1,Andheri West,Malad,27.99,383.45
2025-06-13,Friday,18:27:47,TRP117734,1,Chembur,Andheri East,15.67,400.22
2025-06-13,Friday,18:50:29,TRP117701,1,Borivali,CST Station,14.37,240.67
2025-06-13,Friday,19:02:59,TRP117748,1,Mulund,Lower Parel,9.91,189.52
2025-06-13,Friday,19:36:24,TRP117711,3,Malad,Panvel,17.23,285.87
2025-06-13,Friday,19:51:33,TRP117729,1,Airport Terminal 1,Kurla,17.97,273.69
2025-06-13,Friday,19:56:30,TRP117710,1,CST Station,Airport Terminal 2,10.07,212.16
2025-06-13,Friday,20:32:21,TRP117735,2,Borivali,Lower Parel,16.68,298.1
2025-06-13,Friday,20:50:54,TRP117697,1,Navi Mumbai,Thane,16.93,307.6
2025-06-13,Friday,21:08:49,TRP117749,2,Chembur,Juhu,21.71,379.07
2025-06-13,Friday,21:23:01,TRP117738,1,Powai,Chembur,6.43,136.27
2025-06-13,Friday,21:42:52,TRP117696,1,Kurla,Ghatkopar,5.19,119.72
2025-06-13,Friday,22:18:49,TRP117731,3,Colaba,Churchgate,14.86,246.82
2025-06-13,Friday,22:23:53,TRP117726,1,Worli,Airport Terminal 1,6.11,126.25
2025-06-13,Friday,23:04:54,TRP117714,2,Andheri East,Churchgate,8.05,184.07
2025-06-13,Friday,23:45:26,TRP117754,1,Chembur,Dadar,15.18,252.16
2025-06-14,Saturday,00:26:19,TRP117796,4,Andheri East,Juhu,9.9,171.07
2025-06-14,Saturday,01:41:39,TRP117849,1,Andheri West,Vashi,10.85,197.14
2025-06-14,Saturday,05:09:30,TRP117763,3,Thane,Chembur,13.73,225.11
2025-06-14,Saturday,05:48:47,TRP117806,3,Dadar,Goregaon,13.04,348.83
2025-06-14,Saturday,05:57:07,TRP117767,1,Mulund,Vashi,16.29,228.85
2025-06-14,Saturday,07:03:20,TRP117883,2,CST Station,Borivali,9.06,151.93
2025-06-14,Saturday,07:03:47,TRP117795,2,Malad,Airport Terminal 1,8.68,204.88
2025-06-14,Saturday,07:06:16,TRP117798,2,Andheri West,Vashi,10.28,244.4
2025-06-14,Saturday,07:11:47,TRP117809,4,Navi Mumbai,Chembur,13.72,242.81
2025-06-14,Saturday,07:12:00,TRP117847,1,Andheri East,Churchgate,17.54,314.61
2025-06-14,Saturday,07:31:51,TRP117808,1,Goregaon,Andheri East,25.71,376.12
2025-06-14,Saturday,07:36:36,TRP117833,2,Thane,Airport Terminal 2,24.31,396.41
2025-06-14,Saturday,08:25:05,TRP117871,2,Chembur,Bandra,7.39,146.32
2025-06-14,Saturday,08:28:54,TRP117780,1,Dadar,Airport Terminal 1,18.62,294.71
2025-06-14,Saturday,08:29:57,TRP117863,1,Vikhroli,CST Station,8.39,204.12
2025-06-14,Saturday,08:57:27,TRP117878,1,Ghatkopar,Goregaon,25.28,417.69
2025-06-14,Saturday,09:00:43,TRP117891,1,Airport Terminal 2,Goregaon,14.9,316.9
2025-06-14,Saturday,09:03:30,TRP117869,1,Malad,Powai,18.01,280.99
2025-06-14,Saturday,09:05:17,TRP117836,1,Airport Terminal 2,Airport Terminal 1,18.44,260.19
2025-06-14,Saturday,09:14:07,TRP117881,1,Chembur,Borivali,2.59,93.16
2025-06-14,Saturday,09:15:09,TRP117839,4,Kurla,Andheri West,18.56,332.78
2025-06-14,Saturday,09:29:53,TRP117801,1,Malad,Airport Terminal 2,15.37,292.67
2025-06-14,Saturday,09:38:07,TRP117865,2,Thane,Colaba,5.38,137.62
2025-06-14,Saturday,09:39:30,TRP117791,3,Vashi,Juhu,9.94,221.97
2025-06-14,Saturday,09:48:29,TRP117835,1,Thane,Bandra,1.79,119.19
2025-06-14,Saturday,09:56:33,TRP117867,1,Chembur,Kurla,7.87,151.29
2025-06-14,Saturday,10:03:03,TRP117828,3,Lower Parel,Colaba,11.1,172.64
2025-06-14,Saturday,10:06:29,TRP117819,1,Churchgate,Andheri East,9.9,173.82
2025-06-14,Saturday,10:08:24,TRP117779,1,Andheri West,Lower Parel,8.85,174.69
2025-06-14,Saturday,10:09:41,TRP117864,1,Juhu,Navi Mumbai,4.95,102.81
2025-06-14,Saturday,10:15:22,TRP117876,1,Powai,Goregaon,15.52,258.28
2025-06-14,Saturday,10:21:16,TRP117888,1,Goregaon,Worli,13.29,454.12
2025-06-14,Saturday,10:36:43,TRP117794,1,Ghatkopar,Lower Parel,6.2,112.61
2025-06-14,Saturday,10:41:21,TRP117829,3,Vashi,Goregaon,22.19,562.14
2025-06-14,Saturday,10:44:15,TRP117775,2,Colaba,Dadar,12.72,242.8
2025-06-14,Saturday,10:46:10,TRP117790,2,Thane,Airport Terminal 2,9.63,200.95
2025-06-14,Saturday,11:05:31,TRP117890,3,Airport Terminal 2,Juhu,13.46,199.23
2025-06-14,Saturday,11:40:11,TRP117792,3,Lower Parel,CST Station,12.78,215.64
2025-06-14,Saturday,11:59:39,TRP117781,1,Juhu,Panvel,7.66,130.29
2025-06-14,Saturday,12:10:25,TRP117840,1,Airport Terminal 2,Mulund,22.05,284.5
2025-06-14,Saturday,12:16:23,TRP117786,2,CST Station,Navi Mumbai,3.17,76.43
2025-06-14,Saturday,12:23:30,TRP117782,1,Powai,Kurla,12.43,200.42
2025-06-14,Saturday,12:23:31,TRP117848,3,Borivali,Airport Terminal 2,7.38,229.48
2025-06-14,Saturday,12:27:21,TRP117784,2,Colaba,Borivali,15.6,261.9
2025-06-14,Saturday,12:28:49,TRP117758,2,Dadar,Colaba,19.1,452.64
2025-06-14,Saturday,12:46:42,TRP117776,2,Dadar,Colaba,10.18,244.0
2025-06-14,Saturday,13:01:30,TRP117773,3,Worli,Goregaon,21.88,540.22
2025-06-14,Saturday,13:16:08,TRP117799,3,Panvel,Ghatkopar,9.75,194.37
2025-06-14,Saturday,13:23:06,TRP117813,1,Ghatkopar,Andheri East,24.92,611.49
2025-06-14,Saturday,13:23:46,TRP117777,1,Kurla,Dadar,14.32,294.38
2025-06-14,Saturday,13:24:03,TRP117826,1,Thane,Andheri West,8.37,168.84
2025-06-14,Saturday,13:34:16,TRP117778,1,Powai,Dadar,7.41,140.69
2025-06-14,Saturday,13:53:07,TRP117856,1,Airport Terminal 2,Navi Mumbai,21.41,367.93
2025-06-14,Saturday,14:09:01,TRP117862,4,Churchgate,Juhu,20.32,281.03
2025-06-14,Saturday,14:16:52,TRP117762,3,Mulund,Churchgate,24.55,432.52
2025-06-14,Saturday,14:21:55,TRP117821,1,Andheri East,Malad,8.35,163.13
2025-06-14,Saturday,14:28:21,TRP117882,1,Powai,Andheri East,14.89,247.61
2025-06-14,Saturday,14:38:07,TRP117789,4,Borivali,Airport Terminal 2,10.0,173.27
2025-06-14,Saturday,14:38:41,TRP117817,1,Thane,Panvel,6.48,137.85
2025-06-14,Saturday,15:09:31,TRP117793,1,Malad,Andheri East,19.78,417.37
2025-06-14,Saturday,15:24:37,TRP117827,3,Worli,Malad,13.02,286.47
2025-06-14,Saturday,15:33:17,TRP117850,1,Andheri West,Airport Terminal 2,10.36,182.25
2025-06-14,Saturday,16:01:32,TRP117830,3,Powai,Mulund,3.85,100.62
2025-06-14,Saturday,16:03:09,TRP117815,1,Ghatkopar,Malad,12.57,282.24
2025-06-14,Saturday,16:07:25,TRP117844,1,Worli,Airport Terminal 2,11.07,167.81
2025-06-14,Saturday,16:08:36,TRP117880,2,CST Station,Worli,6.19,142.92
2025-06-14,Saturday,16:13:07,TRP117868,3,Dadar,Airport Terminal 2,19.43,318.85
2025-06-14,Saturday,16:27:47,TRP117783,1,Powai,Worli,8.77,256.94
2025-06-14,Saturday,16:32:05,TRP117838,4,Andheri East,Goregaon,6.8,166.16
2025-06-14,Saturday,16:48:47,TRP117825,1,Navi Mumbai,Chembur,18.51,328.38
2025-06-14,Saturday,16:52:05,TRP117816,2,Borivali,Mulund,18.86,334.75
2025-06-14,Saturday,17:19:02,TRP117820,1,Borivali,Dadar,11.6,202.85
2025-06-14,Saturday,17:20:59,TRP117764,2,Panvel,Goregaon,12.91,244.36
2025-06-14,Saturday,17:23:54,TRP117759,1,Chembur,Dadar,25.29,462.6
2025-06-14,Saturday,17:28:35,TRP117842,1,Thane,Dadar,20.13,282.28
2025-06-14,Saturday,17:32:25,TRP117832,1,Vashi,Airport Terminal 1,21.38,370.37
2025-06-14,Saturday,17:33:15,TRP117803,2,Mulund,Andheri West,10.28,237.88
2025-06-14,Saturday,17:44:27,TRP117884,3,Bandra,CST Station,11.03,210.34
2025-06-14,Saturday,17:44:37,TRP117822,1,Airport Terminal 1,Andheri East,21.18,296.72
2025-06-14,Saturday,17:46:21,TRP117843,4,Vikhroli,Goregaon,16.8,356.2
2025-06-14,Saturday,17:52:56,TRP117765,1,Malad,Mulund,9.82,232.82
2025-06-14,Saturday,17:56:22,TRP117859,4,Colaba,Thane,6.0,132.86
2025-06-14,Saturday,17:58:17,TRP117788,1,Airport Terminal 1,Powai,8.73,150.37
2025-06-14,Saturday,18:03:15,TRP117769,2,Worli,CST Station,14.12,255.31
2025-06-14,Saturday,18:07:41,TRP117831,1,Vikhroli,Panvel,3.74,136.17
2025-06-14,Saturday,18:07:48,TRP117886,1,Thane,Malad,28.0,652.54
2025-06-14,Saturday,18:08:15,TRP117872,1,Borivali,Andheri West,5.35,167.89
2025-06-14,Saturday,18:13:51,TRP117885,1,Churchgate,Thane,6.8,136.67
2025-06-14,Saturday,18:21:21,TRP117787,4,Malad,Bandra,6.14,112.63
2025-06-14,Saturday,18:24:00,TRP117851,3,Navi Mumbai,Chembur,26.77,453.11
2025-06-14,Saturday,18:25:29,TRP117837,4,Airport Terminal 1,Kurla,20.63,295.61
2025-06-14,Saturday,18:39:36,TRP117807,1,Chembur,Colaba,11.8,198.71
2025-06-14,Saturday,18:46:08,TRP117811,1,Malad,Dadar,11.19,250.2
2025-06-14,Saturday,18:50:33,TRP117797,2,Andheri West,Airport Terminal 1,12.47,311.47
2025-06-14,Saturday,18:51:43,TRP117889,2,Airport Terminal 1,Vikhroli,26.48,486.92
2025-06-14,Saturday,18:59:23,TRP117771,2,Andheri East,Dadar,6.06,161.77
2025-06-14,Saturday,19:02:12,TRP117873,1,Goregaon,Dadar,10.82,196.79
2025-06-14,Saturday,19:02:48,TRP117768,1,Colaba,Mulund,12.12,198.86
2025-06-14,Saturday,19:03:50,TRP117812,1,Chembur,Worli,17.76,262.61
2025-06-14,Saturday,19:13:52,TRP117766,2,Malad,Airport Terminal 1,4.8,171.95
2025-06-14,Saturday,19:34:07,TRP117877,1,Andheri West,Vashi,19.6,311.2
2025-06-14,Saturday,19:40:35,TRP117874,1,Chembur,Ghatkopar,14.68,300.24
2025-06-14,Saturday,19:44:13,TRP117846,3,Thane,Ghatkopar,5.22,103.62
2025-06-14,Saturday,19:53:34,TRP117823,1,Vikhroli,Borivali,15.53,219.45
2025-06-14,Saturday,19:55:38,TRP117857,1,Thane,Lower Parel,15.58,234.77
2025-06-14,Saturday,20:13:36,TRP117852,2,Juhu,Worli,7.8,236.21
2025-06-14,Saturday,20:14:01,TRP117858,1,Borivali,Vashi,9.12,255.26
2025-06-14,Saturday,20:30:30,TRP117805,1,Borivali,Kurla,14.54,313.77
2025-06-14,Saturday,20:33:27,TRP117824,1,Panvel,Chembur,25.95,401.42
2025-06-14,Saturday,20:39:18,TRP117834,1,Andheri East,Lower Parel,11.0,252.97
2025-06-14,Saturday,20:51:47,TRP117875,3,Vashi,Worli,3.82,87.26
2025-06-14,Saturday,20:54:12,TRP117761,1,Vashi,Ghatkopar,9.63,274.57
2025-06-14,Saturday,21:08:41,TRP117855,2,Worli,Thane,19.34,334.11
2025-06-14,Saturday,21:15:40,TRP117785,1,Worli,Andheri East,8.21,204.62
2025-06-14,Saturday,21:16:20,TRP117802,2,Panvel,Bandra,17.47,357.09
2025-06-14,Saturday,21:20:57,TRP117887,3,CST Station,Dadar,6.07,124.88
2025-06-14,Saturday,21:26:52,TRP117860,3,Thane,Vashi,8.66,172.54
2025-06-14,Saturday,21:28:42,TRP117814,2,Worli,Bandra,16.01,340.66
2025-06-14,Saturday,21:29:09,TRP117800,1,Airport Terminal 1,Goregaon,6.19,133.59
2025-06-14,Saturday,21:50:21,TRP117774,2,Goregaon,Bandra,3.84,93.93
2025-06-14,Saturday,21:53:42,TRP117818,2,Lower Parel,Andheri East,10.35,329.45
2025-06-14,Saturday,21:57:58,TRP117861,1,Mulund,Malad,5.57,104.44
2025-06-14,Saturday,21:58:18,TRP117804,3,Dadar,Kurla,4.19,90.9
